Time,player_name,Series Game,Score,quarter,basket_type,short_type,short_range,misses/count,player_team,Time_dumy,oponent_team
7:06.0,L.Doncic,6,8-9,1.0,2-pt,jump,13,misses,Dallas,2022-08-01 07:06:00,jazz
5:21.0,L.Doncic,6,10-11,1.0,3-pt,jump,27,misses,Dallas,2022-08-01 05:21:00,jazz
11:44.0,L.Doncic,6,16-21,2.0,free,throw,2,makes,Dallas,2022-08-01 11:44:00,jazz
11:44.0,L.Doncic,6,17-21,2.0,free,throw,2,makes,Dallas,2022-08-01 11:44:00,jazz
11:02.0,L.Doncic,6,17-22,2.0,2-pt,jump,18,misses,Dallas,2022-08-01 11:02:00,jazz
9:59.0,L.Doncic,6,24-25,2.0,2-pt,jump,12,makes,Dallas,2022-08-01 09:59:00,jazz
8:38.0,L.Doncic,6,26-30,2.0,2-pt,jump,9,misses,Dallas,2022-08-01 08:38:00,jazz
6:57.0,L.Doncic,6,34-33,2.0,3-pt,jump,25,makes,Dallas,2022-08-01 06:57:00,jazz
6:07.0,L.Doncic,6,34-33,2.0,3-pt,jump,25,misses,Dallas,2022-08-01 06:07:00,jazz
11:28.0,L.Doncic,6,43-53,3.0,2-pt,jump,8,makes,Dallas,2022-08-01 11:28:00,jazz
10:09.0,L.Doncic,6,43-53,3.0,3-pt,jump,26,misses,Dallas,2022-08-01 10:09:00,jazz
8:52.0,L.Doncic,6,47-57,3.0,2-pt,layup,7,makes,Dallas,2022-08-01 08:52:00,jazz
5:33.0,L.Doncic,6,61-62,3.0,3-pt,jump,27,makes,Dallas,2022-08-01 05:33:00,jazz
5:09.0,L.Doncic,6,64-65,3.0,3-pt,jump,25,makes,Dallas,2022-08-01 05:09:00,jazz
4:35.0,L.Doncic,6,64-68,3.0,3-pt,jump,28,misses,Dallas,2022-08-01 04:35:00,jazz
0:38.0,L.Doncic,6,75-72,3.0,2-pt,jump,12,misses,Dallas,2022-08-01 00:38:00,jazz
9:23.0,L.Doncic,6,80-78,4.0,2-pt,layup,ft,misses,Dallas,2022-08-01 09:23:00,jazz
7:53.0,L.Doncic,6,84-80,4.0,free,throw,2,makes,Dallas,2022-08-01 07:53:00,jazz
7:53.0,L.Doncic,6,85-80,4.0,free,throw,2,makes,Dallas,2022-08-01 07:53:00,jazz
7:24.0,L.Doncic,6,85-80,4.0,3-pt,jump,26,misses,Dallas,2022-08-01 07:24:00,jazz
3:18.0,L.Doncic,6,94-90,4.0,3-pt,jump,25,makes,Dallas,2022-08-01 03:18:00,jazz
2:39.0,L.Doncic,6,94-91,4.0,2-pt,jump,22,misses,Dallas,2022-08-01 02:39:00,jazz
0:48.0,L.Doncic,6,97-94,4.0,3-pt,jump,26,misses,Dallas,2022-08-01 00:48:00,jazz
0:11.0,L.Doncic,6,97-96,4.0,2-pt,jump,8,misses,Dallas,2022-08-01 00:11:00,jazz
