"","Time","Milwaukee","","Score","","Boston"
"342","10:48.0","Turnover by G. Antetokounmpo (offensive foul)","","79-91","",""
"343","10:32.0","","","79-91","","Personal foul by G. Antetokounmpo (drawn by J. Tatum)"
"344","10:16.0","","","79-93","+2","P. Pritchard makes 2-pt jump shot from 7 ft (assist by J. Tatum)"
"345","10:08.0","Milwaukee full timeout","","79-93","",""
"346","10:08.0","P. Connaughton enters the game for G. Hill","","79-93","",""
"347","9:52.0","P. Connaughton makes 3-pt jump shot from 25 ft (assist by J. Holiday)","+3","82-93","",""
"348","9:27.0","","","82-95","+2","J. Tatum makes 2-pt dunk from 2 ft"
"349","9:18.0","J. Holiday makes 3-pt jump shot from 26 ft (assist by G. Allen)","+3","85-95","",""
"350","8:56.0","","","85-95","","Shooting foul by J. Holiday (drawn by J. Tatum)"
"351","8:56.0","","","85-96","+1","J. Tatum makes free throw 1 of 2"
"352","8:56.0","","","85-96","","J. Tatum misses free throw 2 of 2"
"353","8:56.0","Defensive rebound by W. Matthews","","85-96","",""
"354","8:41.0","G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by G. Allen)","+2","87-96","",""
"355","8:15.0","","","87-98","+2","P. Pritchard makes 2-pt jump shot from 8 ft (assist by D. White)"
"356","8:01.0","Turnover by G. Antetokounmpo (lost ball; steal by A. Horford)","","87-98","",""
"357","8:01.0","","","87-98","","Personal foul by G. Antetokounmpo (drawn by A. Horford)"
"358","7:47.0","","","87-98","","J. Tatum misses 2-pt jump shot from 22 ft"
"359","7:44.0","Defensive rebound by G. Antetokounmpo","","87-98","",""
"360","7:38.0","P. Connaughton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo)","+3","90-98","",""
"361","7:34.0","","","90-98","","Boston full timeout"
"362","7:34.0","B. Portis enters the game for G. Allen","","90-98","",""
"363","7:34.0","","","90-98","","J. Brown enters the game for P. Pritchard"
"364","7:34.0","","","90-98","","M. Smart enters the game for G. Williams"
"365","7:12.0","","","90-98","","Turnover by J. Brown (bad pass)"
"366","7:04.0","G. Antetokounmpo misses 2-pt jump shot from 9 ft","","90-98","",""
"367","7:03.0","Offensive rebound by B. Portis","","90-98","",""
"368","7:02.0","Shooting foul by A. Horford (drawn by B. Portis)","","90-98","",""
"369","7:02.0","B. Portis makes free throw 1 of 2","+1","91-98","",""
"370","7:02.0","B. Portis makes free throw 2 of 2","+1","92-98","",""
"371","6:48.0","","","92-98","","Shooting foul by B. Portis (drawn by J. Brown)"
"372","6:48.0","","","92-98","","J. Brown misses free throw 1 of 2"
"373","6:48.0","","","92-98","","Offensive rebound by Team"
"374","6:48.0","","","92-99","+1","J. Brown makes free throw 2 of 2"
"375","6:26.0","G. Antetokounmpo misses 2-pt layup from 3 ft (block by D. White)","","92-99","",""
"376","6:23.0","","","92-99","","Defensive rebound by D. White"
"377","6:10.0","","","92-99","","Turnover by D. White (bad pass; steal by P. Connaughton)"
"378","6:04.0","W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Holiday)","+3","95-99","",""
"379","5:38.0","","","95-99","","J. Tatum misses 2-pt jump shot from 9 ft"
"380","5:37.0","Defensive rebound by J. Holiday","","95-99","",""
"381","5:35.0","Personal take foul by D. White (drawn by J. Holiday)","","95-99","",""
"382","5:25.0","J. Holiday misses 2-pt jump shot from 15 ft","","95-99","",""
"383","5:22.0","","","95-99","","Defensive rebound by D. White"
"384","5:02.0","","","95-101","+2","J. Tatum makes 2-pt jump shot from 18 ft"
"385","4:52.0","Milwaukee full timeout","","95-101","",""
"386","4:44.0","J. Holiday misses 2-pt jump shot from 8 ft","","95-101","",""
"387","4:43.0","Offensive rebound by G. Antetokounmpo","","95-101","",""
"388","4:42.0","G. Antetokounmpo makes 2-pt layup from 1 ft","+2","97-101","",""
"389","4:21.0","","","97-101","","J. Brown misses 2-pt jump shot from 11 ft"
"390","4:19.0","Defensive rebound by J. Holiday","","97-101","",""
"391","4:09.0","J. Holiday makes 2-pt jump shot from 19 ft","+2","99-101","",""
"392","3:47.0","","","99-101","","A. Horford misses 2-pt layup from 1 ft (block by G. Antetokounmpo)"
"393","3:47.0","","","99-101","","Offensive rebound by Team"
"394","3:40.0","","","99-103","+2","J. Tatum makes 2-pt jump shot from 18 ft (assist by A. Horford)"
"395","3:31.0","Offensive foul by G. Antetokounmpo (drawn by M. Smart)","","99-103","",""
"396","3:31.0","Turnover by G. Antetokounmpo (offensive foul)","","99-103","",""
"397","3:31.0","","","99-103","","Boston full timeout"
"398","3:09.0","","","99-103","","J. Tatum misses 2-pt jump shot from 19 ft"
"399","3:06.0","Defensive rebound by W. Matthews","","99-103","",""
"400","2:43.0","J. Holiday misses 2-pt jump shot from 19 ft (block by M. Smart)","","99-103","",""
"401","2:40.0","Offensive rebound by J. Holiday","","99-103","",""
"402","2:40.0","J. Holiday misses 2-pt jump shot from 2 ft","","99-103","",""
"403","2:38.0","Offensive rebound by B. Portis","","99-103","",""
"404","2:36.0","J. Holiday misses 2-pt jump shot from 13 ft","","99-103","",""
"405","2:32.0","","","99-103","","Defensive rebound by A. Horford"
"406","2:14.0","","","99-103","","J. Brown misses 2-pt jump shot from 21 ft"
"407","2:12.0","","","99-103","","Offensive rebound by A. Horford"
"408","2:12.0","","","99-105","+2","A. Horford makes 2-pt dunk at rim"
"409","2:12.0","","","99-105","","G. Williams enters the game for D. White"
"410","1:45.0","B. Portis misses 2-pt jump shot from 21 ft","","99-105","",""
"411","1:41.0","Offensive rebound by W. Matthews","","99-105","",""
"412","1:40.0","G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by W. Matthews)","+3","102-105","",""
"413","1:20.0","","","102-105","","J. Tatum misses 2-pt jump shot from 22 ft"
"414","1:17.0","Defensive rebound by G. Antetokounmpo","","102-105","",""
"415","1:09.0","B. Portis misses 2-pt layup from 3 ft","","102-105","",""
"416","1:08.0","Offensive rebound by B. Portis","","102-105","",""
"417","1:08.0","B. Portis misses 2-pt layup at rim","","102-105","",""
"418","1:06.0","","","102-105","","Defensive rebound by J. Brown"
"419","0:49.0","","","102-105","","Turnover by M. Smart (lost ball; steal by G. Antetokounmpo)"
"420","0:42.0","J. Holiday makes 3-pt jump shot from 26 ft (assist by B. Portis)","+3","105-105","",""
"421","0:37.0","","","105-105","","Boston full timeout"
"422","0:37.0","","","105-105","","D. White enters the game for G. Williams"
"423","0:31.0","","","105-105","","Shooting foul by B. Portis (drawn by J. Tatum)"
"424","0:31.0","","","105-105","","G. Williams enters the game for D. White"
"425","0:31.0","","","105-106","+1","J. Tatum makes free throw 1 of 2"
"426","0:31.0","","","105-107","+1","J. Tatum makes free throw 2 of 2"
"427","0:24.0","Personal foul by G. Williams (drawn by G. Antetokounmpo)","","105-107","",""
"428","0:14.0","Shooting foul by G. Williams (drawn by G. Antetokounmpo)","","105-107","",""
"429","0:14.0","G. Antetokounmpo makes free throw 1 of 2","+1","106-107","",""
"430","0:14.0","G. Antetokounmpo misses free throw 2 of 2","","106-107","",""
"431","0:12.0","Offensive rebound by B. Portis","","106-107","",""
"432","0:11.0","B. Portis makes 2-pt layup from 9 ft","+2","108-107","",""
"433","0:11.0","","","108-107","","Boston full timeout"
"434","0:11.0","","","108-107","","D. White enters the game for G. Williams"
"435","0:08.0","","","108-107","","M. Smart misses 2-pt layup from 4 ft (block by J. Holiday)"
"436","0:07.0","Defensive rebound by J. Holiday","","108-107","",""
"437","0:06.0","Milwaukee full timeout","","108-107","",""
"438","0:06.0","G. Allen enters the game for W. Matthews","","108-107","",""
"439","0:05.0","Personal take foul by D. White (drawn by P. Connaughton)","","108-107","",""
"440","0:05.0","P. Connaughton makes free throw 1 of 2","+1","109-107","",""
"441","0:05.0","W. Matthews enters the game for G. Allen","","109-107","",""
"442","0:05.0","P. Connaughton makes free throw 2 of 2","+1","110-107","",""
"443","0:01.0","","","110-107","","Turnover by M. Smart (lost ball; steal by J. Holiday)"
"444","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
