"","Time","Milwaukee","","Score","","Boston"
"351","8:22.0","","","87-92","","Boston full timeout"
"352","8:22.0","T. Antetokounmpo enters the game for G. Allen","","87-92","",""
"353","8:22.0","P. Connaughton enters the game for G. Hill","","87-92","",""
"354","8:22.0","J. Nwora enters the game for B. Portis","","87-92","",""
"355","8:22.0","","","87-92","","R. Williams enters the game for A. Horford"
"356","8:04.0","","","87-92","","Turnover by D. Schröder (lost ball; steal by J. Holiday)"
"357","7:56.0","Turnover by J. Holiday (bad pass; steal by D. Schröder)","","87-92","",""
"358","7:42.0","","","87-92","","R. Langford misses 2-pt layup from 8 ft"
"359","7:39.0","Defensive rebound by P. Connaughton","","87-92","",""
"360","7:34.0","J. Holiday misses 3-pt jump shot from 26 ft","","87-92","",""
"361","7:32.0","","","87-92","","Defensive rebound by D. Schröder"
"362","7:22.0","","","87-92","","R. Langford misses 2-pt layup from 10 ft (block by P. Connaughton)"
"363","7:19.0","Defensive rebound by P. Connaughton","","87-92","",""
"364","7:15.0","J. Nwora misses 3-pt jump shot from 26 ft","","87-92","",""
"365","7:11.0","","","87-92","","Defensive rebound by G. Williams"
"366","6:50.0","","","87-94","+2","D. Schröder makes 2-pt jump shot from 4 ft"
"367","6:39.0","Shooting foul by D. Schröder (drawn by J. Holiday)","","87-94","",""
"368","6:39.0","J. Holiday makes free throw 1 of 2","+1","88-94","",""
"369","6:39.0","B. Portis enters the game for T. Antetokounmpo","","88-94","",""
"370","6:39.0","","","88-94","","J. Tatum enters the game for J. Richardson"
"371","6:39.0","J. Holiday makes free throw 2 of 2","+1","89-94","",""
"372","6:23.0","","","89-97","+3","D. Schröder makes 3-pt jump shot from 28 ft (assist by G. Williams)"
"373","6:06.0","P. Connaughton misses 3-pt jump shot from 26 ft","","89-97","",""
"374","6:04.0","","","89-97","","Defensive rebound by R. Williams"
"375","5:51.0","","","89-97","","G. Williams misses 3-pt jump shot from 23 ft"
"376","5:48.0","Defensive rebound by Team","","89-97","",""
"377","5:48.0","","","89-97","","Loose ball foul by R. Langford (drawn by J. Nwora)"
"378","5:48.0","G. Allen enters the game for R. Hood","","89-97","",""
"379","5:48.0","G. Hill enters the game for J. Nwora","","89-97","",""
"380","5:27.0","B. Portis makes 3-pt jump shot from 27 ft (assist by J. Holiday)","+3","92-97","",""
"381","5:02.0","","","92-97","","D. Schröder misses 3-pt jump shot from 27 ft"
"382","4:59.0","","","92-97","","Offensive rebound by R. Williams"
"383","4:50.0","","","92-97","","Shooting foul by G. Hill (drawn by J. Tatum)"
"384","4:50.0","","","92-98","+1","J. Tatum makes free throw 1 of 2"
"385","4:50.0","","","92-98","","A. Horford enters the game for R. Langford"
"386","4:50.0","","","92-98","","M. Smart enters the game for G. Williams"
"387","4:50.0","","","92-99","+1","J. Tatum makes free throw 2 of 2"
"388","4:38.0","Personal foul by M. Smart (drawn by J. Holiday)","","92-99","",""
"389","4:30.0","J. Holiday misses 3-pt jump shot from 25 ft","","92-99","",""
"390","4:29.0","","","92-99","","Defensive rebound by M. Smart"
"391","4:29.0","","","92-99","","Personal foul by B. Portis (drawn by M. Smart)"
"392","4:11.0","","","92-99","","J. Tatum misses 3-pt jump shot from 27 ft"
"393","4:07.0","Defensive rebound by P. Connaughton","","92-99","",""
"394","3:53.0","Personal foul by M. Smart (drawn by P. Connaughton)","","92-99","",""
"395","3:53.0","S. Ojeleye enters the game for P. Connaughton","","92-99","",""
"396","3:42.0","G. Allen makes 3-pt jump shot from 26 ft (assist by J. Holiday)","+3","95-99","",""
"397","3:15.0","","","95-102","+3","J. Tatum makes 3-pt jump shot from 28 ft"
"398","3:00.0","J. Holiday makes 3-pt jump shot from 26 ft","+3","98-102","",""
"399","2:45.0","","","98-104","+2","R. Williams makes 2-pt dunk from 1 ft (assist by M. Smart)"
"400","2:36.0","B. Portis misses 3-pt jump shot from 24 ft","","98-104","",""
"401","2:33.0","","","98-104","","Defensive rebound by J. Tatum"
"402","2:18.0","","","98-104","","J. Tatum misses 3-pt jump shot from 27 ft"
"403","2:14.0","Defensive rebound by S. Ojeleye","","98-104","",""
"404","2:02.0","G. Hill misses 3-pt jump shot from 28 ft","","98-104","",""
"405","1:56.0","Offensive rebound by G. Allen","","98-104","",""
"406","1:49.0","S. Ojeleye makes 2-pt jump shot from 9 ft","+2","100-104","",""
"407","1:39.0","","","100-104","","Personal foul by S. Ojeleye (drawn by J. Tatum)"
"408","1:39.0","Milwaukee full timeout","","100-104","",""
"409","1:39.0","P. Connaughton enters the game for S. Ojeleye","","100-104","",""
"410","1:30.0","","","100-106","+2","M. Smart makes 2-pt layup from 3 ft"
"411","1:13.0","G. Allen makes 3-pt jump shot from 24 ft (assist by J. Holiday)","+3","103-106","",""
"412","0:57.0","","","103-106","","Turnover by J. Tatum (lost ball; steal by J. Holiday)"
"413","0:53.0","J. Holiday misses 3-pt jump shot from 26 ft","","103-106","",""
"414","0:50.0","Offensive rebound by G. Hill","","103-106","",""
"415","0:50.0","G. Hill makes 2-pt layup from 2 ft","+2","105-106","",""
"416","0:30.0","","","105-108","+2","D. Schröder makes 2-pt jump shot from 11 ft"
"417","0:13.0","G. Allen makes 3-pt jump shot from 27 ft (assist by J. Holiday)","+3","108-108","",""
"418","0:13.0","","","108-108","","Boston full timeout"
"419","0:13.0","S. Ojeleye enters the game for G. Allen","","108-108","",""
"420","0:01.0","","","108-108","","J. Tatum misses 2-pt jump shot from 13 ft"
"421","0:01.0","","","108-108","","Offensive rebound by Team"
"422","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
"423","1st OT","1st OT","1st OT","1st OT","1st OT","1st OT"
"424","Time","Milwaukee","","Score","","Boston"
"425","5:00.0","Start of 1st overtime","Start of 1st overtime","Start of 1st overtime","Start of 1st overtime","Start of 1st overtime"
"426","5:00.0","Jump ball: B. Portis vs. R. Williams (A. Horford gains possession)","Jump ball: B. Portis vs. R. Williams (A. Horford gains possession)","Jump ball: B. Portis vs. R. Williams (A. Horford gains possession)","Jump ball: B. Portis vs. R. Williams (A. Horford gains possession)","Jump ball: B. Portis vs. R. Williams (A. Horford gains possession)"
"427","4:44.0","","","108-110","+2","D. Schröder makes 2-pt jump shot from 10 ft"
"428","4:26.0","B. Portis makes 2-pt jump shot from 20 ft (assist by J. Holiday)","+2","110-110","",""
"429","4:02.0","","","110-110","","A. Horford misses 3-pt jump shot from 23 ft"
"430","4:00.0","Defensive rebound by J. Holiday","","110-110","",""
"431","3:52.0","Turnover by J. Holiday (bad pass)","","110-110","",""
"432","3:52.0","G. Allen enters the game for G. Hill","","110-110","",""
"433","3:37.0","","","110-110","","Shooting foul by G. Allen (drawn by R. Williams)"
"434","3:37.0","","","110-111","+1","R. Williams makes free throw 1 of 2"
"435","3:37.0","G. Hill enters the game for S. Ojeleye","","110-111","",""
"436","3:37.0","","","110-112","+1","R. Williams makes free throw 2 of 2"
"437","3:27.0","G. Hill misses 3-pt jump shot from 23 ft","","110-112","",""
"438","3:23.0","","","110-112","","Defensive rebound by D. Schröder"
"439","3:02.0","","","110-112","","J. Tatum misses 2-pt jump shot from 19 ft"
"440","3:01.0","","","110-112","","Offensive rebound by Team"
"441","3:01.0","","","110-112","","Turnover by Team (shot clock)"
"442","3:01.0","S. Ojeleye enters the game for P. Connaughton","","110-112","",""
"443","2:49.0","J. Holiday misses 2-pt layup from 4 ft","","110-112","",""
"444","2:48.0","Offensive rebound by Team","","110-112","",""
"445","2:48.0","","","110-112","","Loose ball foul by R. Williams (drawn by B. Portis)"
"446","2:48.0","","","110-112","","J. Richardson enters the game for A. Horford"
"447","2:35.0","Shooting foul by M. Smart (drawn by B. Portis)","","110-112","",""
"448","2:35.0","B. Portis makes free throw 1 of 2","+1","111-112","",""
"449","2:35.0","B. Portis misses free throw 2 of 2","","111-112","",""
"450","2:35.0","","","111-112","","Defensive rebound by J. Richardson"
"451","2:14.0","","","111-114","+2","D. Schröder makes 2-pt jump shot from 23 ft (assist by J. Richardson)"
"452","1:53.0","S. Ojeleye misses 2-pt jump shot from 10 ft (block by R. Williams)","","111-114","",""
"453","1:51.0","","","111-114","","Defensive rebound by D. Schröder"
"454","1:30.0","","","111-116","+2","D. Schröder makes 2-pt layup from 6 ft"
"455","1:30.0","Milwaukee full timeout","","111-116","",""
"456","1:30.0","P. Connaughton enters the game for S. Ojeleye","","111-116","",""
"457","1:19.0","G. Allen misses 2-pt layup from 4 ft (block by R. Williams)","","111-116","",""
"458","1:15.0","Offensive rebound by P. Connaughton","","111-116","",""
"459","1:13.0","J. Holiday misses 2-pt jump shot from 23 ft","","111-116","",""
"460","1:13.0","Offensive rebound by B. Portis","","111-116","",""
"461","1:08.0","Turnover by B. Portis (bad pass; steal by M. Smart)","","111-116","",""
"462","0:54.0","","","111-116","","Shooting foul by B. Portis (drawn by D. Schröder)"
"463","0:54.0","","","111-117","+1","D. Schröder makes free throw 1 of 2"
"464","0:54.0","","","111-118","+1","D. Schröder makes free throw 2 of 2"
"465","0:40.0","J. Holiday misses 2-pt layup from 10 ft","","111-118","",""
"466","0:39.0","","","111-118","","Defensive rebound by Team"
"467","0:39.0","Loose ball foul by B. Portis (drawn by J. Tatum)","","111-118","",""
"468","0:39.0","","","111-118","","J. Tatum misses free throw 1 of 2"
"469","0:39.0","","","111-118","","Offensive rebound by Team"
"470","0:39.0","","","111-118","","J. Tatum misses free throw 2 of 2"
"471","0:38.0","","","111-118","","Offensive rebound by Team"
"472","0:28.0","","","111-118","","D. Schröder misses 3-pt jump shot from 28 ft"
"473","0:22.0","","","111-118","","Offensive rebound by J. Richardson"
"474","0:20.0","","","111-120","+2","J. Richardson makes 2-pt layup from 6 ft"
"475","0:10.0","B. Portis makes 2-pt layup from 3 ft (assist by J. Holiday)","+2","113-120","",""
"476","0:07.0","","","113-120","","Personal take foul by P. Connaughton (drawn by J. Richardson)"
"477","0:07.0","","","113-121","+1","J. Richardson makes free throw 1 of 2"
"478","0:07.0","","","113-122","+1","J. Richardson makes free throw 2 of 2"
"479","0:00.0","G. Hill misses 3-pt jump shot from 25 ft","","113-122","",""
"480","0:00.0","Offensive rebound by Team","","113-122","",""
"481","0:00.0","End of 1st overtime","End of 1st overtime","End of 1st overtime","End of 1st overtime","End of 1st overtime"
