"","Time","Dallas","","Score","","Phoenix"
"348","11:19.0","J. Brunson misses 2-pt jump shot from 17 ft","","84-82","",""
"349","11:16.0","Offensive rebound by K. Porzingis","","84-82","",""
"350","11:12.0","J. Brunson misses 2-pt layup from 3 ft","","84-82","",""
"351","11:10.0","","","84-82","","Defensive rebound by C. Johnson"
"352","10:59.0","","","84-82","","Personal foul by S. Brown (drawn by C. Johnson)"
"353","10:50.0","","","84-82","","Turnover by C. Paul (bad pass; steal by K. Porzingis)"
"354","10:32.0","T. Burke makes 2-pt jump shot from 21 ft","+2","86-82","",""
"355","10:18.0","","","86-84","+2","J. McGee makes 2-pt dunk from 2 ft (assist by C. Paul)"
"356","9:53.0","T. Hardaway misses 2-pt jump shot from 16 ft","","86-84","",""
"357","9:51.0","","","86-84","","Defensive rebound by C. Paul"
"358","9:51.0","D. Finney-Smith enters the game for S. Brown","","86-84","",""
"359","9:32.0","","","86-84","","C. Paul misses 2-pt jump shot from 14 ft"
"360","9:29.0","","","86-84","","Offensive rebound by J. McGee"
"361","9:27.0","","","86-87","+3","L. Shamet makes 3-pt jump shot from 28 ft (assist by J. McGee)"
"362","9:06.0","T. Burke misses 2-pt jump shot from 20 ft","","86-87","",""
"363","9:03.0","","","86-87","","Defensive rebound by C. Johnson"
"364","8:57.0","","","86-89","+2","C. Paul makes 2-pt jump shot from 15 ft"
"365","8:55.0","Dallas full timeout","","86-89","",""
"366","8:55.0","R. Bullock enters the game for T. Burke","","86-89","",""
"367","8:55.0","F. Ntilikina enters the game for K. Porzingis","","86-89","",""
"368","8:55.0","","","86-89","","J. Crowder enters the game for J. McGee"
"369","8:31.0","T. Hardaway misses 3-pt jump shot from 30 ft","","86-89","",""
"370","8:27.0","","","86-89","","Defensive rebound by L. Shamet"
"371","8:09.0","","","86-89","","Turnover by C. Paul (bad pass; steal by D. Finney-Smith)"
"372","8:04.0","F. Ntilikina misses 3-pt jump shot from 24 ft (block by M. Bridges)","","86-89","",""
"373","7:59.0","","","86-89","","Defensive rebound by C. Johnson"
"374","7:55.0","","","86-91","+2","C. Paul makes 2-pt jump shot from 19 ft"
"375","7:34.0","J. Brunson misses 2-pt layup from 3 ft","","86-91","",""
"376","7:31.0","","","86-91","","Defensive rebound by L. Shamet"
"377","7:29.0","","","86-94","+3","J. Crowder makes 3-pt jump shot from 27 ft (assist by L. Shamet)"
"378","7:27.0","Dallas full timeout","","86-94","",""
"379","7:27.0","K. Porzingis enters the game for F. Ntilikina","","86-94","",""
"380","7:27.0","","","86-94","","D. Ayton enters the game for J. Crowder"
"381","7:05.0","Shooting foul by C. Paul (drawn by D. Finney-Smith)","","86-94","",""
"382","7:05.0","D. Finney-Smith misses free throw 1 of 2","","86-94","",""
"383","7:05.0","Offensive rebound by Team","","86-94","",""
"384","7:05.0","D. Finney-Smith makes free throw 2 of 2","+1","87-94","",""
"385","6:50.0","","","87-96","+2","C. Johnson makes 2-pt jump shot from 12 ft (assist by C. Paul)"
"386","6:28.0","R. Bullock misses 3-pt jump shot from 27 ft","","87-96","",""
"387","6:24.0","","","87-96","","Defensive rebound by L. Shamet"
"388","6:09.0","","","87-96","","L. Shamet misses 2-pt jump shot from 20 ft"
"389","6:06.0","Defensive rebound by K. Porzingis","","87-96","",""
"390","6:00.0","K. Porzingis makes 3-pt jump shot from 29 ft (assist by J. Brunson)","+3","90-96","",""
"391","5:43.0","","","90-96","","C. Paul misses 2-pt jump shot from 18 ft"
"392","5:40.0","Defensive rebound by K. Porzingis","","90-96","",""
"393","5:33.0","T. Hardaway misses 2-pt jump shot from 9 ft","","90-96","",""
"394","5:32.0","Offensive rebound by K. Porzingis","","90-96","",""
"395","5:26.0","R. Bullock misses 3-pt jump shot from 24 ft","","90-96","",""
"396","5:23.0","","","90-96","","Defensive rebound by D. Ayton"
"397","5:12.0","","","90-98","+2","C. Paul makes 2-pt jump shot from 18 ft"
"398","4:59.0","J. Brunson misses 2-pt layup from 5 ft","","90-98","",""
"399","4:57.0","","","90-98","","Defensive rebound by C. Paul"
"400","4:57.0","","","90-98","","Personal foul by D. Finney-Smith (drawn by C. Paul)"
"401","4:57.0","","","90-98","","D. Booker enters the game for C. Johnson"
"402","4:57.0","","","90-98","","J. Crowder enters the game for L. Shamet"
"403","4:49.0","","","90-100","+2","C. Paul makes 2-pt jump shot from 13 ft"
"404","4:32.0","Personal foul by M. Bridges (drawn by T. Hardaway)","","90-100","",""
"405","4:20.0","J. Brunson misses 2-pt layup from 3 ft (block by D. Booker)","","90-100","",""
"406","4:17.0","","","90-100","","Defensive rebound by D. Ayton"
"407","4:14.0","","","90-103","+3","D. Booker makes 3-pt jump shot from 25 ft (assist by C. Paul)"
"408","4:12.0","Dallas full timeout","","90-103","",""
"409","4:12.0","D. Powell enters the game for R. Bullock","","90-103","",""
"410","3:58.0","D. Finney-Smith makes 2-pt layup from 1 ft (assist by J. Brunson)","+2","92-103","",""
"411","3:58.0","Shooting foul by J. Crowder (drawn by D. Finney-Smith)","","92-103","",""
"412","3:58.0","D. Finney-Smith misses free throw 1 of 1","","92-103","",""
"413","3:56.0","Offensive rebound by K. Porzingis","","92-103","",""
"414","3:50.0","D. Finney-Smith misses 3-pt jump shot from 28 ft","","92-103","",""
"415","3:47.0","Offensive rebound by K. Porzingis","","92-103","",""
"416","3:46.0","J. Brunson makes 3-pt jump shot from 26 ft (assist by K. Porzingis)","+3","95-103","",""
"417","3:30.0","","","95-105","+2","D. Ayton makes 2-pt dunk from 1 ft (assist by C. Paul)"
"418","3:01.0","Turnover by K. Porzingis (lost ball; steal by C. Paul)","","95-105","",""
"419","2:56.0","","","95-108","+3","D. Booker makes 3-pt jump shot from 26 ft (assist by C. Paul)"
"420","2:37.0","T. Hardaway misses 2-pt jump shot from 12 ft","","95-108","",""
"421","2:34.0","","","95-108","","Defensive rebound by D. Ayton"
"422","2:23.0","","","95-108","","C. Paul misses 3-pt jump shot from 28 ft"
"423","2:19.0","Defensive rebound by J. Brunson","","95-108","",""
"424","2:08.0","Turnover by K. Porzingis (lost ball; steal by C. Paul)","","95-108","",""
"425","2:03.0","","","95-108","","D. Booker misses 3-pt jump shot from 27 ft"
"426","2:00.0","","","95-108","","Offensive rebound by M. Bridges"
"427","2:00.0","","","95-110","+2","D. Ayton makes 2-pt dunk from 2 ft (assist by M. Bridges)"
"428","2:00.0","Dallas full timeout","","95-110","",""
"429","2:00.0","S. Brown enters the game for J. Brunson","","95-110","",""
"430","2:00.0","T. Burke enters the game for D. Finney-Smith","","95-110","",""
"431","2:00.0","W. Cauley-Stein enters the game for T. Hardaway","","95-110","",""
"432","2:00.0","J. Green enters the game for K. Porzingis","","95-110","",""
"433","2:00.0","F. Ntilikina enters the game for D. Powell","","95-110","",""
"434","1:46.0","W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by F. Ntilikina)","+2","97-110","",""
"435","1:35.0","","","97-110","","D. Booker misses 2-pt jump shot from 16 ft"
"436","1:32.0","Defensive rebound by W. Cauley-Stein","","97-110","",""
"437","1:22.0","Turnover by T. Burke (bad pass; steal by C. Paul)","","97-110","",""
"438","1:17.0","","","97-110","","Turnover by D. Booker (bad pass; steal by J. Green)"
"439","1:12.0","T. Burke makes 3-pt jump shot from 26 ft (assist by J. Green)","+3","100-110","",""
"440","0:50.0","","","100-110","","C. Paul misses 2-pt jump shot from 17 ft"
"441","0:47.0","Defensive rebound by S. Brown","","100-110","",""
"442","0:47.0","Personal take foul by M. Bridges (drawn by S. Brown)","","100-110","",""
"443","0:47.0","S. Brown makes free throw 1 of 2","+1","101-110","",""
"444","0:47.0","","","101-110","","C. Hutchison enters the game for D. Ayton"
"445","0:47.0","","","101-110","","A. Nader enters the game for D. Booker"
"446","0:47.0","","","101-110","","C. Payne enters the game for M. Bridges"
"447","0:47.0","","","101-110","","J. Smith enters the game for J. Crowder"
"448","0:47.0","","","101-110","","I. Wainright enters the game for C. Paul"
"449","0:47.0","S. Brown makes free throw 2 of 2","+1","102-110","",""
"450","0:38.0","","","102-110","","Personal foul by F. Ntilikina (drawn by I. Wainright)"
"451","0:35.0","","","102-110","","Turnover by A. Nader (bad pass)"
"452","0:32.0","T. Burke misses 3-pt jump shot from 27 ft","","102-110","",""
"453","0:28.0","","","102-110","","Defensive rebound by C. Hutchison"
"454","0:25.0","","","102-110","","Turnover by C. Hutchison (lost ball; steal by S. Brown)"
"455","0:25.0","Shooting foul by C. Payne (drawn by F. Ntilikina)","","102-110","",""
"456","0:25.0","F. Ntilikina makes free throw 1 of 2","+1","103-110","",""
"457","0:25.0","F. Ntilikina makes free throw 2 of 2","+1","104-110","",""
"458","0:19.0","","","104-110","","Turnover by C. Payne (lost ball; steal by S. Brown)"
"459","0:17.0","Turnover by S. Brown (back court)","","104-110","",""
"460","0:16.0","","","104-110","","Personal take foul by J. Green (drawn by C. Payne)"
"461","0:16.0","","","104-111","+1","C. Payne makes free throw 1 of 2"
"462","0:16.0","","","104-112","+1","C. Payne makes free throw 2 of 2"
"463","0:10.0","Turnover by T. Burke (out of bounds lost ball)","","104-112","",""
"464","0:08.0","","","104-112","","Personal take foul by J. Green (drawn by A. Nader)"
"465","0:08.0","","","104-112","","A. Nader misses free throw 1 of 2"
"466","0:08.0","","","104-112","","Offensive rebound by Team"
"467","0:08.0","","","104-112","","A. Nader misses free throw 2 of 2"
"468","0:03.0","","","104-112","","Offensive rebound by C. Hutchison"
"469","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
