Time,player_name,Series Game,Score,quarter,basket_type,short_type,short_range,misses/count,player_team,Time_dumy
10:57.0,G.Antetokounmpo,6,84-72,4.0,2-pt,dunk,2,makes,Milwaukee,2022-06-05 10:57:00
10:57.0,G.Antetokounmpo,6,84-73,4.0,free,throw,1,makes,Milwaukee,2022-06-05 10:57:00
10:16.0,G.Antetokounmpo,6,84-74,4.0,free,throw,2,makes,Milwaukee,2022-06-05 10:16:00
10:16.0,G.Antetokounmpo,6,84-75,4.0,free,throw,2,makes,Milwaukee,2022-06-05 10:16:00
8:42.0,G.Antetokounmpo,6,85-81,4.0,3-pt,jump,28,makes,Milwaukee,2022-06-05 08:42:00
6:32.0,G.Antetokounmpo,6,92-85,4.0,2-pt,dunk,3,makes,Milwaukee,2022-06-05 06:32:00
3:25.0,G.Antetokounmpo,6,100-88,4.0,free,throw,2,makes,Milwaukee,2022-06-05 03:25:00
3:25.0,G.Antetokounmpo,6,100-89,4.0,free,throw,2,makes,Milwaukee,2022-06-05 03:25:00
2:50.0,G.Antetokounmpo,6,100-89,4.0,3-pt,jump,25,misses,Milwaukee,2022-06-05 02:50:00
11:17.0,G.Antetokounmpo,7,0-3,1.0,2-pt,jump,20,misses,Milwaukee,2022-06-05 11:17:00
9:56.0,G.Antetokounmpo,7,6-3,1.0,2-pt,layup,6,makes,Milwaukee,2022-06-05 09:56:00
9:10.0,G.Antetokounmpo,7,6-3,1.0,free,throw,2,misses,Milwaukee,2022-06-05 09:10:00
9:10.0,G.Antetokounmpo,7,7-3,1.0,free,throw,2,makes,Milwaukee,2022-06-05 09:10:00
8:29.0,G.Antetokounmpo,7,10-3,1.0,3-pt,jump,29,makes,Milwaukee,2022-06-05 08:29:00
3:12.0,G.Antetokounmpo,7,22-14,1.0,2-pt,jump,7,makes,Milwaukee,2022-06-05 03:12:00
2:37.0,G.Antetokounmpo,7,22-14,1.0,3-pt,jump,27,misses,Milwaukee,2022-06-05 02:37:00
2:19.0,G.Antetokounmpo,7,23-14,1.0,free,throw,2,makes,Milwaukee,2022-06-05 02:19:00
2:19.0,G.Antetokounmpo,7,24-14,1.0,free,throw,2,makes,Milwaukee,2022-06-05 02:19:00
1:41.0,G.Antetokounmpo,7,24-15,1.0,2-pt,jump,20,misses,Milwaukee,2022-06-05 01:41:00
9:58.0,G.Antetokounmpo,7,30-25,2.0,2-pt,jump,13,makes,Milwaukee,2022-06-05 09:58:00
7:35.0,G.Antetokounmpo,7,33-32,2.0,2-pt,jump,13,makes,Milwaukee,2022-06-05 07:35:00
6:05.0,G.Antetokounmpo,7,37-32,2.0,2-pt,layup,2,makes,Milwaukee,2022-06-05 06:05:00
3:17.0,G.Antetokounmpo,7,40-38,2.0,free,throw,2,misses,Milwaukee,2022-06-05 03:17:00
3:17.0,G.Antetokounmpo,7,40-38,2.0,free,throw,2,makes,Milwaukee,2022-06-05 03:17:00
2:14.0,G.Antetokounmpo,7,40-40,2.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 02:14:00
11:32.0,G.Antetokounmpo,7,43-50,3.0,3-pt,jump,26,misses,Milwaukee,2022-06-05 11:32:00
11:26.0,G.Antetokounmpo,7,43-50,3.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 11:26:00
8:44.0,G.Antetokounmpo,7,49-61,3.0,2-pt,jump,20,misses,Milwaukee,2022-06-05 08:44:00
7:59.0,G.Antetokounmpo,7,53-63,3.0,2-pt,jump,17,makes,Milwaukee,2022-06-05 07:59:00
5:22.0,G.Antetokounmpo,7,55-68,3.0,2-pt,jump,13,misses,Milwaukee,2022-06-05 05:22:00
3:29.0,G.Antetokounmpo,7,58-70,3.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 03:29:00
2:59.0,G.Antetokounmpo,7,60-71,3.0,2-pt,dunk,1,makes,Milwaukee,2022-06-05 02:59:00
2:22.0,G.Antetokounmpo,7,60-73,3.0,2-pt,jump,16,misses,Milwaukee,2022-06-05 02:22:00
0:54.0,G.Antetokounmpo,7,64-76,3.0,2-pt,dunk,2,makes,Milwaukee,2022-06-05 00:54:00
11:16.0,G.Antetokounmpo,7,66-79,4.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 11:16:00
10:53.0,G.Antetokounmpo,7,66-82,4.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 10:53:00
10:52.0,G.Antetokounmpo,7,66-82,4.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 10:52:00
10:03.0,G.Antetokounmpo,7,68-84,4.0,2-pt,hook,11,misses,Milwaukee,2022-06-05 10:03:00
4:59.0,G.Antetokounmpo,7,75-97,4.0,2-pt,layup,ft,misses,Milwaukee,2022-06-05 04:59:00
3:39.0,G.Antetokounmpo,7,77-97,4.0,2-pt,dunk,1,makes,Milwaukee,2022-06-05 03:39:00
2:48.0,G.Antetokounmpo,7,77-99,4.0,3-pt,jump,27,misses,Milwaukee,2022-06-05 02:48:00
